SURVEY,SAMPLE_DATE,TAXON_NAME,TAXON_GROUP,ABUNDANCE_M3
IMOS,2011-12-07 00:00:00,Dactyliosolen fragilissimus,Diatom,639000
IMOS,2011-12-07 00:00:00,Eucampia spp. <100 µm cell length,Diatom,639000
IMOS,2011-12-07 00:00:00,Guinardia delicatula,Diatom,2557000
IMOS,2011-12-07 00:00:00,Guinardia flaccida <150 µm length,Diatom,80000
IMOS,2011-12-07 00:00:00,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,240000
IMOS,2011-12-07 00:00:00,Gyrodinium spp.,Dinoflagellate,360000
IMOS,2011-12-07 00:00:00,Lauderia annulata < 70 µm length,Diatom,280000
IMOS,2011-12-07 00:00:00,Leptocylindrus danicus,Diatom,4196000
IMOS,2011-12-07 00:00:00,Navicula cf. 60-80 µm length,Diatom,360000
IMOS,2011-12-07 00:00:00,Navicula cf. 80-100 µm length,Diatom,80000
IMOS,2011-12-07 00:00:00,Noctiluca scintillans,Dinoflagellate,8000
IMOS,2011-12-07 00:00:00,Oxytoxum spp.,Dinoflagellate,480000
IMOS,2011-12-07 00:00:00,Pleurosigma spp. < 150 µm,Diatom,80000
IMOS,2011-12-07 00:00:00,Proboscia alata,Diatom,7872000
IMOS,2011-12-07 00:00:00,Protoperidinium pellucidum,Dinoflagellate,80000
IMOS,2011-12-07 00:00:00,Pseudo-nitzschia delicatissima complex <=3 µm,Diatom,5594000
IMOS,2011-12-07 00:00:00,Pseudo-nitzschia seriata complex >3 µm,Diatom,1119000
IMOS,2011-12-07 00:00:00,Pseudosolenia spp. ~60 µm cell width,Diatom,40000
IMOS,2011-12-07 00:00:00,Scrippsiella spp.,Dinoflagellate,280000
IMOS,2011-12-07 00:00:00,Skeletonema spp.,Diatom,1039000
IMOS,2011-12-07 00:00:00,Stephanopyxis spp.,Diatom,160000
IMOS,2011-12-07 00:00:00,Thalassionema spp. > 100 µm length,Diatom,80000
IMOS,2011-12-07 00:00:00,Thalassiosira spp. 10-20 µm,Diatom,400000
IMOS,2011-12-07 00:00:00,Trichodesmium spp.,Cyanobacteria,40000
IMOS,2011-05-18 00:00:00,Chaetoceros peruvianus < 40 µm cell width,Diatom,24000
IMOS,2011-05-18 00:00:00,Chaetoceros spp.,Diatom,96000
IMOS,2011-05-18 00:00:00,Chaetoceros spp. 20-30 µm,Diatom,48000
IMOS,2011-05-18 00:00:00,Chaetoceros spp. < 10 µm cell width,Diatom,216000
IMOS,2011-05-18 00:00:00,Climacodium spp.,Diatom,259000
IMOS,2011-05-18 00:00:00,Corethron pennatum,Diatom,24000
IMOS,2011-05-18 00:00:00,Cyanobacteria cluster,Cyanobacteria,48000
IMOS,2011-05-18 00:00:00,Cylindrotheca closterium,Diatom,120000
IMOS,2011-05-18 00:00:00,Dactyliosolen fragilissimus,Diatom,432000
IMOS,2011-05-18 00:00:00,Ditylum brightwellii < 40 µm width,Diatom,72000
IMOS,2011-05-18 00:00:00,Guinardia striata,Diatom,408000
IMOS,2011-05-18 00:00:00,Gyrodinium spp.,Dinoflagellate,48000
IMOS,2011-05-18 00:00:00,Leptocylindrus danicus,Diatom,1128000
IMOS,2011-05-18 00:00:00,Leptocylindrus minimus,Diatom,2903000
IMOS,2011-05-18 00:00:00,Navicula septentrionalis,Diatom,120000
IMOS,2011-05-18 00:00:00,Proboscia alata,Diatom,72000
IMOS,2011-05-18 00:00:00,Protoperidinium spp.,Dinoflagellate,24000
IMOS,2011-05-18 00:00:00,Pseudo-nitzschia delicatissima complex <=3 µm,Diatom,2615000
IMOS,2011-05-18 00:00:00,Pseudo-nitzschia seriata complex >3 µm,Diatom,624000
IMOS,2011-05-18 00:00:00,Rhizosolenia setigera,Diatom,72000
IMOS,2011-05-18 00:00:00,Thalassionema spp. < 100 µm length,Diatom,120000
IMOS,2011-05-18 00:00:00,Thalassiosira spp. 10-20 µm,Diatom,48000
IMOS,2011-05-18 00:00:00,Thalassiothrix spp.,Diatom,72000
IMOS,2011-05-18 00:00:00,Tripos muelleri,Dinoflagellate,24000
IMOS,2009-07-15 00:00:00,Asterionellopsis glacialis,Diatom,4069000
IMOS,2009-07-15 00:00:00,Cerataulina pelagica,Diatom,931000
IMOS,2009-07-15 00:00:00,Chaetoceros spp. 20-30 µm,Diatom,15049000
IMOS,2009-07-15 00:00:00,Chaetoceros spp. < 10 µm cell width,Diatom,2647000
IMOS,2009-07-15 00:00:00,Corethron pennatum,Diatom,441000
IMOS,2009-07-15 00:00:00,Coscinodiscus radiatus,Diatom,49000
IMOS,2009-07-15 00:00:00,Coscinodiscus spp.,Diatom,98000
IMOS,2009-07-15 00:00:00,Coscinodiscus wailesii,Diatom,20000
IMOS,2009-07-15 00:00:00,Cylindrotheca closterium,Diatom,441000
IMOS,2009-07-15 00:00:00,Dactyliosolen fragilissimus,Diatom,147000
IMOS,2009-07-15 00:00:00,Dinophysis spp.,Dinoflagellate,98000
IMOS,2009-07-15 00:00:00,Ditylum brightwellii > 40 µm width,Diatom,98000
IMOS,2009-07-15 00:00:00,Eucampia spp. <100 µm cell length,Diatom,1225000
IMOS,2009-07-15 00:00:00,Guinardia delicatula,Diatom,1863000
IMOS,2009-07-15 00:00:00,Guinardia flaccida <150 µm length,Diatom,98000
IMOS,2009-07-15 00:00:00,Guinardia striata,Diatom,931000
IMOS,2009-07-15 00:00:00,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,49000
IMOS,2009-07-15 00:00:00,Gyrodinium spp.,Dinoflagellate,98000
IMOS,2009-07-15 00:00:00,Helicotheca spp.,Diatom,196000
IMOS,2009-07-15 00:00:00,Lauderia annulata < 70 µm length,Diatom,441000
IMOS,2009-07-15 00:00:00,Leptocylindrus danicus,Diatom,2696000
IMOS,2009-07-15 00:00:00,Leptocylindrus mediterraneus,Diatom,98000
IMOS,2009-07-15 00:00:00,Lithodesmium spp.,Diatom,98000
IMOS,2009-07-15 00:00:00,Meuniera membranacea,Diatom,686000
IMOS,2009-07-15 00:00:00,Pleurosigma spp. < 150 µm,Diatom,147000
IMOS,2009-07-15 00:00:00,Proboscia alata,Diatom,49000
IMOS,2009-07-15 00:00:00,Protoperidinium spp.,Dinoflagellate,98000
IMOS,2009-07-15 00:00:00,Pseudo-nitzschia delicatissima complex <=3 µm,Diatom,2941000
IMOS,2009-07-15 00:00:00,Pseudo-nitzschia seriata complex >3 µm,Diatom,4510000
IMOS,2009-07-15 00:00:00,Rhizosolenia fallax,Diatom,980000
IMOS,2009-07-15 00:00:00,Stephanopyxis spp.,Diatom,539000
IMOS,2009-07-15 00:00:00,Thalassionema spp. < 100 µm length,Diatom,147000
IMOS,2009-07-15 00:00:00,Thalassiosira gravida,Diatom,1961000
IMOS,2009-07-15 00:00:00,Thalassiosira spp. 10-20 µm,Diatom,343000
IMOS,2009-07-15 00:00:00,Tripos spp.,Dinoflagellate,49000
IMOS,2009-04-23 00:00:00,Chaetoceros spp. 20-30 µm,Diatom,222000
IMOS,2009-04-23 00:00:00,Chaetoceros spp. < 10 µm cell width,Diatom,222000
IMOS,2009-04-23 00:00:00,Cyanobacteria cluster,Cyanobacteria,443000
IMOS,2009-04-23 00:00:00,Cylindrotheca closterium,Diatom,443000
IMOS,2009-04-23 00:00:00,Dinophysis spp.,Dinoflagellate,18000
IMOS,2009-04-23 00:00:00,Gyrodinium spp.,Dinoflagellate,222000
IMOS,2009-04-23 00:00:00,Leptocylindrus danicus,Diatom,1663000
IMOS,2009-04-23 00:00:00,Leptocylindrus mediterraneus,Diatom,111000
IMOS,2009-04-23 00:00:00,Pseudo-nitzschia delicatissima complex <=3 µm,Diatom,26490000
IMOS,2009-04-23 00:00:00,Rhizosolenia setigera,Diatom,665000
IMOS,2009-04-23 00:00:00,Skeletonema spp.,Diatom,443000
IMOS,2009-04-23 00:00:00,Tripos spp.,Dinoflagellate,44000
IMOS,2009-05-19 00:00:00,Bacteriastrum spp.,Diatom,92000
IMOS,2009-05-19 00:00:00,Cerataulina pelagica,Diatom,554000
IMOS,2009-05-19 00:00:00,Chaetoceros spp. 20-30 µm,Diatom,11308000
IMOS,2009-05-19 00:00:00,Chaetoceros spp. < 10 µm cell width,Diatom,2031000
IMOS,2009-05-19 00:00:00,Climacodium spp.,Diatom,2077000
IMOS,2009-05-19 00:00:00,Corethron pennatum,Diatom,508000
IMOS,2009-05-19 00:00:00,Coscinodiscus radiatus,Diatom,92000
IMOS,2009-05-19 00:00:00,Coscinodiscus wailesii,Diatom,9000
IMOS,2009-05-19 00:00:00,Cylindrotheca closterium,Diatom,2585000
IMOS,2009-05-19 00:00:00,Dactyliosolen fragilissimus,Diatom,1338000
IMOS,2009-05-19 00:00:00,Guinardia delicatula,Diatom,2538000
IMOS,2009-05-19 00:00:00,Guinardia flaccida <150 µm length,Diatom,554000
IMOS,2009-05-19 00:00:00,Guinardia striata,Diatom,6000000
IMOS,2009-05-19 00:00:00,Helicotheca spp.,Diatom,185000
IMOS,2009-05-19 00:00:00,Hemiaulus spp.,Diatom,462000
IMOS,2009-05-19 00:00:00,Lauderia annulata < 70 µm length,Diatom,738000
IMOS,2009-05-19 00:00:00,Leptocylindrus danicus,Diatom,2538000
IMOS,2009-05-19 00:00:00,Leptocylindrus mediterraneus,Diatom,692000
IMOS,2009-05-19 00:00:00,Navicula cf. 40-60 µm length,Diatom,138000
IMOS,2009-05-19 00:00:00,Noctiluca scintillans,Dinoflagellate,9000
IMOS,2009-05-19 00:00:00,Oxytoxum spp.,Dinoflagellate,92000
IMOS,2009-05-19 00:00:00,Pleurosigma spp. < 150 µm,Diatom,231000
IMOS,2009-05-19 00:00:00,Proboscia alata,Diatom,185000
IMOS,2009-05-19 00:00:00,Protoperidinium spp.,Dinoflagellate,185000
IMOS,2009-05-19 00:00:00,Pseudo-nitzschia delicatissima complex <=3 µm,Diatom,5354000
IMOS,2009-05-19 00:00:00,Rhizosolenia setigera,Diatom,415000
IMOS,2009-05-19 00:00:00,Skeletonema spp.,Diatom,831000
IMOS,2009-05-19 00:00:00,Thalassiosira gravida,Diatom,185000
IMOS,2009-05-19 00:00:00,Tripos spp.,Dinoflagellate,46000
IMOS,2009-12-07 00:00:00,Chaetoceros spp. 20-30 µm,Diatom,19000
IMOS,2009-12-07 00:00:00,Chaetoceros spp. < 10 µm cell width,Diatom,131000
IMOS,2009-12-07 00:00:00,Climacodium spp.,Diatom,431000
IMOS,2009-12-07 00:00:00,Cylindrotheca closterium,Diatom,244000
IMOS,2009-12-07 00:00:00,Dactyliosolen fragilissimus,Diatom,1388000
IMOS,2009-12-07 00:00:00,Diploneis spp.,Diatom,19000
IMOS,2009-12-07 00:00:00,Guinardia delicatula,Diatom,113000
IMOS,2009-12-07 00:00:00,Guinardia striata,Diatom,188000
IMOS,2009-12-07 00:00:00,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,56000
IMOS,2009-12-07 00:00:00,Gyrodinium spp.,Dinoflagellate,131000
IMOS,2009-12-07 00:00:00,Hemiaulus spp.,Diatom,94000
IMOS,2009-12-07 00:00:00,Leptocylindrus danicus,Diatom,2119000
IMOS,2009-12-07 00:00:00,Leptocylindrus minimus,Diatom,319000
IMOS,2009-12-07 00:00:00,Noctiluca scintillans,Dinoflagellate,8000
IMOS,2009-12-07 00:00:00,Oxytoxum spp.,Dinoflagellate,38000
IMOS,2009-12-07 00:00:00,Proboscia alata,Diatom,131000
IMOS,2009-12-07 00:00:00,Protoperidinium oceanicum,Dinoflagellate,38000
IMOS,2009-12-07 00:00:00,Protoperidinium pellucidum,Dinoflagellate,319000
IMOS,2009-12-07 00:00:00,Pseudo-nitzschia delicatissima complex <=3 µm,Diatom,263000
IMOS,2009-12-07 00:00:00,Pyrophacus spp.,Dinoflagellate,23000
IMOS,2009-12-07 00:00:00,Rhizosolenia fallax,Diatom,38000
IMOS,2009-12-07 00:00:00,Rhizosolenia imbricata,Diatom,56000
IMOS,2009-12-07 00:00:00,Rhizosolenia setigera,Diatom,56000
